,county,median_income,temp,total_population,elev_in_ft
1904,"Stanly County, North Carolina",40910,71.2,62504,524.9868421052631
1905,"Stokes County, North Carolina",40696,69.4,44520,1011.5881104033972
1906,"Surry County, North Carolina",36164,68.3,71359,1183.9625187406298
1907,"Swain County, North Carolina",33931,62.0,14117,2962.2146739130435
1908,"Transylvania County, North Carolina",45114,63.7,32986,2750.3545359749737
1909,"Tyrrell County, North Carolina",32361,74.0,3245,2.037974683544304
1910,"Union County, North Carolina",65903,71.9,238267,577.0481366459627
1911,"Vance County, North Carolina",33316,71.6,42578,418.2386363636364
1912,"Wake County, North Carolina",67309,72.0,1129410,342.255180580225
1913,"Warren County, North Carolina",34254,71.8,18642,324.7165991902834
1914,"Washington County, North Carolina",34538,73.2,11003,11.308988764044944
1915,"Watauga County, North Carolina",37656,61.6,54086,3276.7086834733896
1916,"Wayne County, North Carolina",40390,72.9,117333,118.44031007751938
1917,"Wilkes County, North Carolina",33232,68.6,65969,1458.547794117647
1918,"Wilson County, North Carolina",39847,72.7,78784,132.12600536193028
1919,"Yadkin County, North Carolina",37796,69.2,37214,969.0874035989716
1920,"Yancey County, North Carolina",37484,62.4,18470,3354.775757575758
1921,"Adams County, North Dakota",52118,63.2,2200,2652.178082191781
1922,"Barnes County, North Dakota",53141,62.3,10853,1359.319018404908
1923,"Benson County, North Dakota",41296,61.2,5964,1545.2912621359224
1924,"Billings County, North Dakota",70469,62.8,945,2506.4612794612794
1925,"Bottineau County, North Dakota",56349,60.9,6379,1709.7411167512691
1926,"Bowman County, North Dakota",66845,63.0,2993,2933.9189189189187
1927,"Burke County, North Dakota",60096,60.4,2201,2118.046263345196
1928,"Burleigh County, North Dakota",65254,63.0,98458,1809.2912205567447
1929,"Cass County, North Dakota",53289,63.0,184525,950.1944444444443
1930,"Cavalier County, North Dakota",66806,60.5,3704,1551.4319248826291
1931,"Dickey County, North Dakota",53750,62.7,4999,1504.0404858299596
1932,"Divide County, North Dakota",56042,61.1,2195,2120.555555555556
1933,"Dunn County, North Dakota",69732,62.7,4095,2180.796680497925
1934,"Eddy County, North Dakota",48583,62.2,2347,1520.803571428571
1935,"Emmons County, North Dakota",44051,63.3,3301,1840.574879227053
1936,"Foster County, North Dakota",55769,62.4,3397,1541.0859375
1937,"Golden Valley County, North Dakota",40179,62.6,1736,2692.4461538461537
1938,"Grand Forks County, North Dakota",48676,62.6,73170,943.5222672064776
1939,"Grant County, North Dakota",44559,63.0,2301,2249.0577777777776
1940,"Griggs County, North Dakota",48355,61.5,2306,1441.6818181818182
1941,"Hettinger County, North Dakota",52169,62.9,2489,2535.0925925925926
1942,"Kidder County, North Dakota",54559,62.6,2394,1827.4070796460176
1943,"Logan County, North Dakota",51458,62.6,1876,1983.0420168067224
1944,"McHenry County, North Dakota",57386,61.8,5345,1542.5880829015543
1945,"McIntosh County, North Dakota",42277,62.6,2530,2031.888111888112
1946,"McKenzie County, North Dakota",72794,62.6,14704,2185.232963549921
1947,"McLean County, North Dakota",55686,62.0,9771,1940.987368421053
1948,"Mercer County, North Dakota",72704,62.7,8350,1890.653631284916
1949,"Morton County, North Dakota",62418,63.1,33291,1950.644171779141
1950,"Mountrail County, North Dakota",68188,61.3,9809,2141.769230769231
1951,"Nelson County, North Dakota",51085,61.2,3015,1490.18487394958
1952,"Oliver County, North Dakota",60278,62.6,1877,1961.5822784810127
1953,"Pembina County, North Dakota",53504,62.6,6844,903.6766666666666
1954,"Pierce County, North Dakota",42563,60.6,3990,1556.414893617021
1955,"Ramsey County, North Dakota",50841,61.3,11605,1484.088888888889
1956,"Ransom County, North Dakota",56500,62.7,5703,1183.9944751381215
1957,"Renville County, North Dakota",65125,61.5,2282,1718.5298013245033
1958,"Richland County, North Dakota",55390,63.5,16529,1013.3620253164556
1959,"Rolette County, North Dakota",33277,59.2,12187,1920.4160305343512
1960,"Sargent County, North Dakota",57125,62.7,3862,1228.4837209302325
1961,"Sheridan County, North Dakota",48102,61.4,1265,1830.283422459893
1962,"Sioux County, North Dakota",38068,63.6,3898,1847.2897196261683
1963,"Slope County, North Dakota",55000,62.8,706,2812.828571428572
1964,"Stark County, North Dakota",72099,63.0,33646,2491.8713692946058
1965,"Steele County, North Dakota",55833,61.4,1798,1288.5652173913045
1966,"Stutsman County, North Dakota",52359,62.8,21593,1615.6836935166991
1967,"Towner County, North Dakota",56625,60.0,2162,1551.448
1968,"Traill County, North Dakota",54960,62.5,7997,952.901287553648
1969,"Walsh County, North Dakota",49411,62.4,10563,1091.8524096385545
1970,"Ward County, North Dakota",61393,61.9,69919,1800.9671280276816
1971,"Wells County, North Dakota",48098,61.9,3982,1664.733870967742
1972,"Williams County, North Dakota",88013,61.9,40950,2112.2960372960374
1973,"Adams County, Ohio",35560,68.0,27477,767.3953147877013
1974,"Allen County, Ohio",44103,67.9,102206,860.6068052930057
1975,"Ashland County, Ohio",48003,65.7,52447,1101.8716707021792
1976,"Ashtabula County, Ohio",40544,65.0,97574,821.6585067319461
1977,"Athens County, Ohio",33872,66.4,62431,736.5279255319149
1978,"Auglaize County, Ohio",54274,67.7,46422,917.448275862069
1979,"Belmont County, Ohio",43833,65.8,66497,996.1027027027028
1980,"Brown County, Ohio",45568,67.9,43676,839.2
1981,"Butler County, Ohio",57540,68.5,390357,729.115896632733
1982,"Carroll County, Ohio",47075,65.6,26721,1090.3140096618358
1983,"Champaign County, Ohio",50974,67.2,38714,1109.7279411764705
1984,"Clark County, Ohio",43625,67.8,136001,1016.5491071428572
1985,"Clermont County, Ohio",60805,68.6,208601,774.2149758454107
1986,"Clinton County, Ohio",46787,67.6,42018,1017.989769820972
1987,"Columbiana County, Ohio",44497,64.9,101877,1053.0748031496064
1988,"Coshocton County, Ohio",41701,66.3,36612,887.1340033500837
1989,"Crawford County, Ohio",40795,67.0,42025,1047.9811320754718
1990,"Cuyahoga County, Ohio",44190,67.1,1264817,787.5230630087428
1991,"Darke County, Ohio",44632,67.2,51881,1043.3914327917282
1992,"Defiance County, Ohio",50663,68.0,38286,724.0924170616114
1993,"Delaware County, Ohio",91955,67.0,214124,935.679817905918
1994,"Erie County, Ohio",48011,67.2,75622,624.6745886654479
1995,"Fairfield County, Ohio",60567,67.3,158921,909.6060191518468
1996,"Fayette County, Ohio",40503,67.6,28951,984.840782122905
1997,"Franklin County, Ohio",52341,67.9,1323807,814.8408868601239
1998,"Fulton County, Ohio",55120,67.2,42713,741.5951859956236
1999,"Gallia County, Ohio",37319,66.8,29220,667.7808988764045
2000,"Geauga County, Ohio",72430,65.3,95397,1159.1008771929824
2001,"Greene County, Ohio",60113,68.3,167966,940.2469325153374
2002,"Guernsey County, Ohio",40930,66.7,38438,912.347902097902
2003,"Hamilton County, Ohio",49013,69.3,830639,688.5674244783556
2004,"Hancock County, Ohio",50895,68.4,74920,806.6539278131635
2005,"Hardin County, Ohio",42703,67.5,30696,980.572429906542
2006,"Harrison County, Ohio",43173,65.9,14483,1079.8063157894735
2007,"Henry County, Ohio",53835,68.0,27662,693.0107142857142
2008,"Highland County, Ohio",39858,67.4,43317,1003.5403458213256
2009,"Hocking County, Ohio",42170,66.5,28050,841.7367387033399
2010,"Holmes County, Ohio",51996,65.8,44223,1071.4086538461538
2011,"Huron County, Ohio",48745,66.4,58565,853.8425531914894
2012,"Jackson County, Ohio",39460,66.7,32653,741.2778827977315
2013,"Jefferson County, Ohio",41942,65.5,65249,951.4930643127364
2014,"Knox County, Ohio",48533,65.6,62721,1084.4837209302325
2015,"Lake County, Ohio",58029,66.7,232603,708.3203007518797
2016,"Lawrence County, Ohio",42874,67.9,58240,668.2727272727273
2017,"Licking County, Ohio",56549,66.4,178519,984.0515916575192
2018,"Logan County, Ohio",49783,66.8,46150,1127.9744058500914
2019,"Lorain County, Ohio",52457,66.2,312964,722.5211995863496
2020,"Lucas County, Ohio",41777,68.3,431279,621.0313930673643
2021,"Madison County, Ohio",57406,67.6,43824,1002.6689814814816
2022,"Mahoning County, Ohio",41375,65.2,228614,1047.0
2023,"Marion County, Ohio",42966,67.0,65359,954.9247311827957
2024,"Medina County, Ohio",66952,66.1,182470,1049.9604810996564
2025,"Meigs County, Ohio",37813,66.1,22210,671.5928338762214
2026,"Mercer County, Ohio",53099,67.8,42528,886.1001788908766
2027,"Miami County, Ohio",51569,68.4,108774,918.8232931726908
2028,"Monroe County, Ohio",41528,66.4,13385,992.496
2029,"Montgomery County, Ohio",43829,68.6,537309,856.8324514991182
2030,"Morgan County, Ohio",37067,66.6,13802,856.3585585585586
2031,"Morrow County, Ohio",51993,65.9,34950,1153.240409207161
2032,"Muskingum County, Ohio",41130,66.7,86410,848.2249173098126
2033,"Noble County, Ohio",41708,66.8,14115,912.2770780856424
2034,"Ottawa County, Ohio",53914,68.6,40364,586.0862831858407
2035,"Paulding County, Ohio",45550,68.0,18806,727.5079365079365
2036,"Perry County, Ohio",42017,66.5,35408,914.8767123287672
2037,"Pickaway County, Ohio",57439,68.1,58539,773.068661971831
2038,"Pike County, Ohio",40283,67.7,27088,761.3023255813954
2039,"Portage County, Ohio",52552,66.0,161791,1098.5172413793102
2040,"Preble County, Ohio",47818,66.9,40999,1006.673640167364
2041,"Putnam County, Ohio",60524,68.2,34451,742.4005681818181
2042,"Richland County, Ohio",41877,65.9,124936,1212.992795389049
2043,"Ross County, Ohio",43345,67.7,77093,799.4934725848564
2044,"Sandusky County, Ohio",47209,68.4,58896,651.1868365180467
2045,"Scioto County, Ohio",35903,68.0,74008,658.284537968893
2046,"Seneca County, Ohio",45444,67.9,55069,797.4150197628459
2047,"Shelby County, Ohio",54550,67.6,48230,993.8443935926772
2048,"Stark County, Ohio",47137,66.3,374853,1087.9924450549452
2049,"Summit County, Ohio",50765,66.8,540428,1031.6011904761904
2050,"Trumbull County, Ohio",43073,65.3,201977,957.454261954262
2051,"Tuscarawas County, Ohio",45310,66.2,93263,948.8238702201622
2052,"Union County, Ohio",67382,66.9,62784,992.8211382113822
2053,"Van Wert County, Ohio",48060,68.0,28931,787.4013605442177
2054,"Vinton County, Ohio",40680,66.1,12800,784.5841584158416
2055,"Warren County, Ohio",74379,68.7,242337,800.9611510791367
2056,"Washington County, Ohio",43509,67.6,59771,727.4853101196953
2057,"Wayne County, Ohio",50383,65.9,116894,1066.8772522522522
2058,"Williams County, Ohio",42492,67.1,37102,836.2352941176471
2059,"Wood County, Ohio",53577,68.3,132248,664.0242261103634
2060,"Wyandot County, Ohio",47555,68.0,21900,854.067385444744
2061,"Adair County, Oklahoma",33404,75.1,19495,1040.322891566265
2062,"Alfalfa County, Oklahoma",50156,77.2,5699,1261.1604938271605
2063,"Atoka County, Oklahoma",36661,76.8,14143,609.1572769953052
2064,"Beaver County, Oklahoma",52090,75.5,5049,2501.497326203209
2065,"Beckham County, Oklahoma",48601,77.0,22410,1956.3876221498367
2066,"Blaine County, Oklahoma",41972,77.0,8735,1476.9409448818897
2067,"Bryan County, Oklahoma",38847,77.7,46067,612.9143835616438
2068,"Caddo County, Oklahoma",40674,77.0,26945,1383.1080669710807
2069,"Canadian County, Oklahoma",64505,77.2,154405,1333.9399038461538
2070,"Carter County, Oklahoma",44531,77.1,48003,872.6122004357298
2071,"Cherokee County, Oklahoma",38694,76.1,47078,813.5154826958105
2072,"Choctaw County, Oklahoma",30617,77.1,14204,492.231884057971
2073,"Cimarron County, Oklahoma",46680,71.7,2296,4145.459627329193
2074,"Cleveland County, Oklahoma",56452,76.9,295528,1164.7675941080197
2075,"Coal County, Oklahoma",38243,76.8,5266,648.8352059925094
2076,"Comanche County, Oklahoma",46241,77.4,121125,1294.8100289296046
2077,"Cotton County, Oklahoma",46361,78.0,5527,1005.3687943262412
2078,"Craig County, Oklahoma",38876,76.0,14107,765.5990783410139
2079,"Creek County, Oklahoma",45016,77.7,71754,798.9530386740331
2080,"Custer County, Oklahoma",46125,76.3,28513,1687.923758865248
2081,"Delaware County, Oklahoma",37942,75.1,40397,917.0761421319796
2082,"Dewey County, Oklahoma",50904,75.8,4484,1861.366935483871
2083,"Ellis County, Oklahoma",50855,75.5,3749,2208.7938144329896
2084,"Garfield County, Oklahoma",48238,77.7,62846,1182.7855670103093
2085,"Garvin County, Oklahoma",40524,76.8,25656,969.9092356687898
2086,"Grady County, Oklahoma",52279,76.9,54795,1188.1382007822683
2087,"Grant County, Oklahoma",50250,77.4,4169,1104.0531400966183
2088,"Greer County, Oklahoma",40125,78.3,5491,1646.820359281437
2089,"Harmon County, Oklahoma",31250,79.0,2488,1695.0
2090,"Harper County, Oklahoma",48359,76.2,3272,1906.562015503876
2091,"Haskell County, Oklahoma",35252,76.8,11561,622.5605381165919
2092,"Hughes County, Oklahoma",35563,76.4,13367,794.045871559633
2093,"Jackson County, Oklahoma",41560,79.1,24785,1395.10407239819
2094,"Jefferson County, Oklahoma",33449,77.5,5337,930.2685714285716
2095,"Johnston County, Oklahoma",38776,77.2,10272,780.8581314878893
2096,"Kay County, Oklahoma",42134,78.0,43700,1040.962472406181
2097,"Kingfisher County, Oklahoma",60034,77.9,15184,1104.794007490637
2098,"Kiowa County, Oklahoma",39909,78.0,8509,1483.622418879056
2099,"Latimer County, Oklahoma",39205,75.6,9444,779.9761092150171
2100,"Le Flore County, Oklahoma",36490,75.4,48129,754.0853503184713
2101,"Lincoln County, Oklahoma",45149,77.5,33458,923.0135922330096
2102,"Logan County, Oklahoma",55299,77.7,49555,1030.2166998011928
2103,"Love County, Oklahoma",44549,77.8,10146,773.6880733944954
2104,"McClain County, Oklahoma",56088,76.9,41662,1102.5333333333333
2105,"McCurtain County, Oklahoma",32324,75.2,30814,543.0626506024097
2106,"McIntosh County, Oklahoma",36011,77.3,18941,657.6886446886447
2107,"Major County, Oklahoma",51571,77.2,7782,1359.1830357142858
2108,"Marshall County, Oklahoma",40475,77.8,15312,730.1780104712042
2109,"Mayes County, Oklahoma",42071,77.0,39046,694.5230352303523
2110,"Murray County, Oklahoma",47077,76.9,13904,983.1946902654868
2111,"Muskogee County, Oklahoma",39984,77.2,66339,586.8361204013378
2112,"Noble County, Oklahoma",48285,78.1,10924,990.4905149051492
2113,"Nowata County, Oklahoma",39875,76.2,9320,728.7065217391304
2114,"Okfuskee County, Oklahoma",36216,77.3,11310,827.9791122715404
2115,"Oklahoma County, Oklahoma",47437,77.4,796292,1202.0793960058452
2116,"Okmulgee County, Oklahoma",38843,77.6,36706,721.2344322344322
2117,"Osage County, Oklahoma",45443,76.8,45818,877.5089947089947
2118,"Ottawa County, Oklahoma",36347,75.5,30285,812.6052631578947
2119,"Pawnee County, Oklahoma",45765,77.8,15553,860.84046692607
2120,"Payne County, Oklahoma",37667,77.9,81646,914.18401937046
2121,"Pittsburg County, Oklahoma",42576,76.3,43773,712.9309153713299
2122,"Pontotoc County, Oklahoma",43261,76.5,38065,927.3896907216496
2123,"Pottawatomie County, Oklahoma",44688,76.9,72454,1020.9884836852208
2124,"Pushmataha County, Oklahoma",32445,75.6,10812,697.3277310924369
2125,"Roger Mills County, Oklahoma",50739,76.0,3442,2044.1431297709923
2126,"Rogers County, Oklahoma",58139,77.6,95240,663.0953545232273
2127,"Seminole County, Oklahoma",36068,76.7,23556,906.8642297650132
2128,"Sequoyah County, Oklahoma",35736,76.8,39281,643.4347014925373
2129,"Stephens County, Oklahoma",43781,76.8,42848,1113.603678929766
2130,"Texas County, Oklahoma",50242,73.4,21384,3071.1428571428573
2131,"Tillman County, Oklahoma",37759,78.8,6968,1196.4711111111112
2132,"Tulsa County, Oklahoma",49759,78.0,669279,692.5349932705249
2133,"Wagoner County, Oklahoma",55715,77.8,80981,607.6246153846154
2134,"Washington County, Oklahoma",50023,76.5,52455,716.8694158075601
2135,"Washita County, Oklahoma",49632,77.0,10924,1606.8059210526317
2136,"Woods County, Oklahoma",55315,76.6,8624,1509.6943231441048
2137,"Woodward County, Oklahoma",55300,75.8,20470,1882.3877551020407
2138,"Baker County, Oregon",41098,58.5,16668,4167.195100222717
2139,"Benton County, Oregon",49802,63.3,95184,496.5675324675325
2140,"Clackamas County, Oregon",65965,59.0,421401,1223.1832894241627
2141,"Clatsop County, Oregon",46408,59.1,41072,246.99671052631567
2142,"Columbia County, Oregon",53179,61.0,52589,309.12373737373736
2143,"Coos County, Oregon",38605,61.8,64929,339.3333333333333
2144,"Crook County, Oregon",37106,57.7,24738,4321.07027818448
2145,"Curry County, Oregon",40884,63.5,23446,879.9385515727871
2146,"Deschutes County, Oregon",51223,55.6,198253,4605.06511627907
2147,"Douglas County, Oregon",41312,62.2,111201,1659.958556946929
2148,"Gilliam County, Oregon",44293,62.1,1995,1722.658031088083
2149,"Grant County, Oregon",38046,56.1,7233,4546.73188659433
2150,"Harney County, Oregon",37580,58.9,7495,4825.26085504342
2151,"Hood River County, Oregon",55827,56.5,23977,2298.98556998557
2152,"Jackson County, Oregon",44028,62.6,223259,2641.065976217875
